employer,normalized,city,county,state,noticeDate,effectiveDate,employees,layoffType,sourceUrl
Sennett Security Products,SENNETT SECURITY PRODUCTS,Fredericksburg VA,,VA,2012-05-22,,50,Closure,https://www.vec.virginia.gov/warn-notices
Delta Air Lines Reservation Call Center,DELTA AIR LINES RESERVATION CALL CENTER,SeaTac,,WA,2012-05-22,2012-09-01,189,Permanent,https://esd.wa.gov/about-employees/WARN
Daily Press,DAILY PRESS,Newport News VA,,VA,2012-05-10,,80,Closure,https://www.vec.virginia.gov/warn-notices
"Amonix, Inc.",AMONIX,Langley,,WA,2012-05-07,2012-06-30,1,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Bellingham,,WA,2012-05-07,2012-07-03,6,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Everett,,WA,2012-05-07,2012-07-03,15,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Seattle,,WA,2012-05-07,2012-07-03,111,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Kent,,WA,2012-05-07,2012-07-03,17,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Lakewood,,WA,2012-05-07,2012-07-03,53,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Tacoma,,WA,2012-05-07,2012-07-03,3,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Tumwater,,WA,2012-05-07,2012-07-03,8,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Moses Lake,,WA,2012-05-07,2012-07-03,2,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Yakima,,WA,2012-05-07,2012-07-03,9,Permanent,https://esd.wa.gov/about-employees/WARN
Hostess Brands,HOSTESS BRANDS,Spokane,,WA,2012-05-07,2012-07-03,14,Permanent,https://esd.wa.gov/about-employees/WARN
Pathmark,PATHMARK,Lawnside,,NJ,,2012-05-06,122,,https://www.nj.gov/labor/employer-services/warn/
Hostess Brands,HOSTESS BRANDS,Statewide VA,,VA,2012-05-04,,221,Closure,https://www.vec.virginia.gov/warn-notices
Verizon Wireless,VERIZON WIRELESS,Bellevue,,WA,2012-05-02,2012-06-30,814,Permanent,https://esd.wa.gov/about-employees/WARN
Northrop Grumman,NORTHROP GRUMMAN,Fort Eustis & Fort Story VA,,VA,2012-05-01,,130,Layoff,https://www.vec.virginia.gov/warn-notices
CSC,CSC,Hampton VA,,VA,2012-05-01,,7,Layoff,https://www.vec.virginia.gov/warn-notices
Novartis Pharmaceuticals Corporation,NOVARTIS PHARMACEUTICALS,East Hanover,,NJ,,2012-04-30,247,,https://www.nj.gov/labor/employer-services/warn/
ICL Performance Products LP,ICL PERFORMANCE PRODUCTS,Carteret,,NJ,,2012-04-27,70,,https://www.nj.gov/labor/employer-services/warn/
"Healthcare Services Group, Inc.",HEALTHCARE GROUP,Bensalem,,NJ,,2012-04-27,14,,https://www.nj.gov/labor/employer-services/warn/
Millhouse Day Care,MILLHOUSE DAY CARE,Trenton,,NJ,,2012-04-27,19,,https://www.nj.gov/labor/employer-services/warn/
CRAssociates Inc.,CRASSOCIATES,Fairfax & Woodbridge VA,,VA,2012-04-27,,431,Layoff,https://www.vec.virginia.gov/warn-notices
Davis Wire Corporation,DAVIS WIRE,Kent,,WA,2012-04-27,2012-06-19,57,Permanent,https://esd.wa.gov/about-employees/WARN
BAE Systems,BAE SYSTEMS,Keyport,,WA,2012-04-27,2012-06-30,61,Permanent,https://esd.wa.gov/about-employees/WARN
Delphinus Engineering Inc.,DELPHINUS ENGINEERING,Norfolk VA,,VA,2012-04-26,,46,Layoff,https://www.vec.virginia.gov/warn-notices
Serco Inc.,SERCO,Fairfax VA,,VA,2012-04-25,,58,,https://www.vec.virginia.gov/warn-notices
Best Buy,BEST BUY,Alexandria VA,,VA,2012-04-14,,64,Closure,https://www.vec.virginia.gov/warn-notices
Cardiac Science Corporate,CARDIAC SCIENCE CORPORATE,Bothell,,WA,2012-04-10,2012-06-05,60,Permanent,https://esd.wa.gov/about-employees/WARN
Harland Clarke Holdings Corp.,HARLAND CLARKE HOLDINGS,Milton,,WA,2012-04-10,2012-06-02,74,Permanent,https://esd.wa.gov/about-employees/WARN
TRG Customer Solutions,TRG CUSTOMER,Hampton VA,,VA,2012-04-04,,371,Layoff,https://www.vec.virginia.gov/warn-notices
Verizon,VERIZON,Ewing,,NJ,,2012-04-03,336,,https://www.nj.gov/labor/employer-services/warn/
Novartis Pharmaceuticals Corporation,NOVARTIS PHARMACEUTICALS,East Hanover,,NJ,,2012-04-02,43,,https://www.nj.gov/labor/employer-services/warn/
Atlantic Coast Media Group,ATLANTIC COAST MEDIA GROUP,Jersey City,,NJ,,2012-04-02,90,,https://www.nj.gov/labor/employer-services/warn/
General Dynamics,GENERAL DYNAMICS,Woodbridge VA,,VA,2012-04-02,,3,,https://www.vec.virginia.gov/warn-notices
"Zipper Interactive, Inc.",ZIPPER INTERACTIVE,Redmond,,WA,2012-04-02,2012-06-01,86,Permanent,https://esd.wa.gov/about-employees/WARN
Smiths Detection,SMITHS DETECTION,Morristown,,NJ,,2012-03-30,100,,https://www.nj.gov/labor/employer-services/warn/
Boeing,BOEING,Puget Sound,,WA,2012-03-26,2012-05-28,39,Permanent,https://esd.wa.gov/about-employees/WARN
Lockheed Martin,LOCKHEED MARTIN,Norfolk & Suffolk VA,,VA,2012-03-22,,92,Layoff,https://www.vec.virginia.gov/warn-notices
Luke & Associates Inc.,LUKE ASSOCIATES,Langley AFB VA,,VA,2012-03-19,,182,Layoff,https://www.vec.virginia.gov/warn-notices
ARAMARK Higher Education,ARAMARK HIGHER EDUCATION,Hampden-Sydney VA,,VA,2012-03-19,,82,Closure,https://www.vec.virginia.gov/warn-notices
Video Gaming Technologies Inc.,VIDEO GAMING,Ruckersville VA,,VA,2012-03-15,,218,Closure,https://www.vec.virginia.gov/warn-notices
sanofi-aventis U.S. Inc.,SANOFI-AVENTIS U S,Bridgewater,,NJ,,2012-03-12,391,,https://www.nj.gov/labor/employer-services/warn/
A & P,A P,Kearny,,NJ,,2012-03-10,129,,https://www.nj.gov/labor/employer-services/warn/
A & P,A P,Bayonne,,NJ,,2012-03-10,89,,https://www.nj.gov/labor/employer-services/warn/
IntraPac,INTRAPAC,Swedesboro,,NJ,,2012-03-09,51,,https://www.nj.gov/labor/employer-services/warn/
Phoenix Color Corporation,PHOENIX COLOR,Rockaway,,NJ,,2012-03-04,47,,https://www.nj.gov/labor/employer-services/warn/
Northrop Grumman Corporation,NORTHROP GRUMMAN,Chantilly VA,,VA,2012-03-02,,1,Layoff,https://www.vec.virginia.gov/warn-notices
State Farm Insurance,STATE FARM INSURANCE,Parsippany,,NJ,,2012-02-29,500,,https://www.nj.gov/labor/employer-services/warn/
Swedish Visiting Nurse Services,SWEDISH VISITING NURSE,"Seattle, Mountlake Terrace",,WA,2012-02-28,2012-04-27,216,Permanent,https://esd.wa.gov/about-employees/WARN
LightSquard,LIGHTSQUARD,Reston VA,,VA,2012-02-27,,123,Permanent Reduction,https://www.vec.virginia.gov/warn-notices
Lockheed Martin,LOCKHEED MARTIN,Hampton VA,,VA,2012-02-27,,65,Layoff,https://www.vec.virginia.gov/warn-notices
"Food Circus Super Markets, Inc.",FOOD CIRCUS SUPER MARKETS,Bayville,,NJ,,2012-02-25,75,,https://www.nj.gov/labor/employer-services/warn/
SIMOS,SIMOS,Williamsburg VA,,VA,2012-02-24,,135,Layoff,https://www.vec.virginia.gov/warn-notices
ATK Mission Systems Group Space Division NASA Langley Facility,ATK MISSION SYSTEMS GROUP SPACE DIVISION NASA LANGLEY FACILITY,Hampton VA,,VA,2012-02-23,,124,Layoff,https://www.vec.virginia.gov/warn-notices
CenturyLink,CENTURYLINK,Gig Harbor,,WA,2012-02-23,2012-04-27,52,Permanent,https://esd.wa.gov/about-employees/WARN
Duro Duro Bag Manufacturing Compnay,DURO DURO BAG MANUFACTURING COMPNAY,Richmond VA,,VA,2012-02-21,,154,Closure,https://www.vec.virginia.gov/warn-notices
INOVA HEALTH SYSTEM,INOVA HEALTH SYSTEM,Falls Church VA,,VA,2012-02-16,,210,Layoff,https://www.vec.virginia.gov/warn-notices
Sears Holdings Sears Roebuck & Co. Associate Service Center,SEARS HOLDINGS SEARS ROEBUCK ASSOCIATE SERVICE CENTER,Norfolk VA,,VA,2012-02-15,,84,Closure,https://www.vec.virginia.gov/warn-notices
General Dynamics Land Systems,GENERAL DYNAMICS LAND SYSTEMS,Woodbridge VA,,VA,2012-02-13,,44,,https://www.vec.virginia.gov/warn-notices
Heinz North America,HEINZ NORTH AMERICA,Kent,,WA,2012-02-10,2012-04-13,79,Permanent,https://esd.wa.gov/about-employees/WARN
HanoverDirect Inc,HANOVERDIRECT,Roanoke VA,,VA,2012-02-09,,189,Layoff,https://www.vec.virginia.gov/warn-notices
CCC Transporation LLC,CCC TRANSPORATION,West Point VA,,VA,2012-02-03,,74,Closure,https://www.vec.virginia.gov/warn-notices
Novartis Pharmaceuticals Corporation,NOVARTIS PHARMACEUTICALS,East Hanover,,NJ,,2012-02-01,145,,https://www.nj.gov/labor/employer-services/warn/
Virginia Port Authority,VIRGINIA PORT AUTHORITY,Norfolk VA,,VA,2012-02-01,,39,Layoff,https://www.vec.virginia.gov/warn-notices
Trenton Convalescent Center Operating Co.,TRENTON CONVALESCENT CENTER OPERATING,Trenton,,NJ,,2012-01-31,173,,https://www.nj.gov/labor/employer-services/warn/
QinetiQ North America Inc,QINETIQ NORTH AMERICA,Springfield VA,,VA,2012-01-30,,180,Layoff,https://www.vec.virginia.gov/warn-notices
Bluefield Beverage Company,BLUEFIELD BEVERAGE,Bluefield VA,,VA,2012-01-27,,107,Closure,https://www.vec.virginia.gov/warn-notices
The Mason Inn - ARAMARK,THE MASON INN - ARAMARK,Fairfax VA,,VA,2012-01-24,,135,Layoff,https://www.vec.virginia.gov/warn-notices
Kroger Food Stores,KROGER FOOD STORES,Martinsville VA,,VA,2012-01-23,,62,Closure,https://www.vec.virginia.gov/warn-notices
Exxon Mobil Corporation,EXXON MOBIL,Fairfax,,NJ,,2012-01-22,180,,https://www.nj.gov/labor/employer-services/warn/
Potomac Supply Corporation,POTOMAC SUPPLY,Kinsale VA,,VA,2012-01-18,,98,Closure,https://www.vec.virginia.gov/warn-notices
Miller Truck Lines LLC,MILLER TRUCK LINES,Altavista VA,,VA,2012-01-15,,3,Closure,https://www.vec.virginia.gov/warn-notices
Kmart Corporation,KMART,Lawnside,,NJ,,2012-01-13,81,,https://www.nj.gov/labor/employer-services/warn/
"Sykes Enterprises, Incorporated",SYKES ENTERPRISES,Spokane Valley,,WA,2012-01-10,2012-03-12,167,Permanent,https://esd.wa.gov/about-employees/WARN
Syms Corporation and Filene's Basement,SYMS AND FILENE'S BASEMENT,Cherry Hill,,NJ,,2012-01-09,27,,https://www.nj.gov/labor/employer-services/warn/
Syms Corporation and Filene's Basement,SYMS AND FILENE'S BASEMENT,Woodbridge,,NJ,,2012-01-09,37,,https://www.nj.gov/labor/employer-services/warn/
Syms Corporation and Filene's Basement,SYMS AND FILENE'S BASEMENT,Secaucus,,NJ,,2012-01-09,106,,https://www.nj.gov/labor/employer-services/warn/
Syms Corporation and Filene's Basement,SYMS AND FILENE'S BASEMENT,Paramus,,NJ,,2012-01-09,60,,https://www.nj.gov/labor/employer-services/warn/
Warsaw Healthcare Center,WARSAW HEALTHCARE CENTER,Warsaw VA,,VA,2012-01-09,,48,Closure,https://www.vec.virginia.gov/warn-notices
"ARAMARK Sports, LLC",ARAMARK SPORTS,Oceanport,,NJ,,2012-01-02,310,,https://www.nj.gov/labor/employer-services/warn/
"ARAMARK Sports, LLC",ARAMARK SPORTS,East Rutherford,,NJ,,2012-01-02,208,,https://www.nj.gov/labor/employer-services/warn/
Bemis,BEMIS,Flemington,,NJ,,2012-01-02,53,,https://www.nj.gov/labor/employer-services/warn/
GENCO,GENCO,Swedesboro,,NJ,,2011-12-31,90,,https://www.nj.gov/labor/employer-services/warn/
MIQ Logistrics,MIQ LOGISTRICS,Jersey City,,NJ,,2011-12-31,65,,https://www.nj.gov/labor/employer-services/warn/
"ECSM Utility Contractors, Inc.",ECSM UTILITY CONTRACTORS,Englishtown,,NJ,,2011-12-31,88,,https://www.nj.gov/labor/employer-services/warn/
Port Jersey Transportation,PORT JERSEY TRANSPORTATION,Monroe,,NJ,,2011-12-30,6,,https://www.nj.gov/labor/employer-services/warn/
Muller Martini Manufacturing Corp.,MULLER MARTINI MANUFACTURING,Newport News VA,,VA,2011-12-28,,31,Closure,https://www.vec.virginia.gov/warn-notices
Merck,MERCK,Springfield,,NJ,,2011-12-20,50,,https://www.nj.gov/labor/employer-services/warn/
Lowe's,LOWE'S,Old Bridge,,NJ,,2011-12-16,110,,https://www.nj.gov/labor/employer-services/warn/
Potomac Supply Corporation,POTOMAC SUPPLY,Kinsdale VA,,VA,2011-12-14,,57,Closure,https://www.vec.virginia.gov/warn-notices
Sixth Avenue Electronics,SIXTH AVENUE ELECTRONICS,Springfield,,NJ,,2011-12-10,100,,https://www.nj.gov/labor/employer-services/warn/
Saint Clare's Health Systems,SAINT CLARE'S HEALTH SYSTEMS,Denville,,NJ,,2011-12-09,12,,https://www.nj.gov/labor/employer-services/warn/
Pitney Bowes Inc,PITNEY BOWES,Chesapeake VA,,VA,2011-12-09,,64,Closure,https://www.vec.virginia.gov/warn-notices
Aramark,ARAMARK,Norfolk VA,,VA,2011-12-09,,67,Closure,https://www.vec.virginia.gov/warn-notices
Snokist Growers,SNOKIST GROWERS,Yakima,,WA,2011-12-09,2012-02-05,607,Permanent,https://esd.wa.gov/about-employees/WARN
Susquehanna,SUSQUEHANNA,Vineland,,NJ,,2011-12-07,32,,https://www.nj.gov/labor/employer-services/warn/
"DGI Services, LLC",DGI,Swedesboro,,NJ,,2011-12-05,179,,https://www.nj.gov/labor/employer-services/warn/
New Jersey Sports & Exposition Authority,NEW JERSEY SPORTS EXPOSITION AUTHORITY,East Rutherford,,NJ,,2011-12-04,450,,https://www.nj.gov/labor/employer-services/warn/
Windstream Communications,WINDSTREAM COMMUNICATIONS,Richmond VA,,VA,2011-12-01,,70,Layoff,https://www.vec.virginia.gov/warn-notices
New Brunswick Scientific Inc.,NEW BRUNSWICK SCIENTIFIC,Edison,,NJ,,2011-11-30,184,,https://www.nj.gov/labor/employer-services/warn/
BASF Corporation,BASF,Suffolk VA,,VA,2011-11-29,,45,Layoff,https://www.vec.virginia.gov/warn-notices
"Emerald Shared Services DBA K&L Distributors, Inc.",EMERALD SHARED DBA K L DISTRIBUTORS,Renton,,WA,2011-11-21,2012-01-20,215,Permanent,https://esd.wa.gov/about-employees/WARN
Saint Clare's Health System,SAINT CLARE'S HEALTH SYSTEM,Denville,,NJ,,2011-11-18,26,,https://www.nj.gov/labor/employer-services/warn/
Command Web Offset Co.,COMMAND WEB OFFSET,Secaucus,,NJ,,2011-11-15,105,,https://www.nj.gov/labor/employer-services/warn/
Marion Youth Center,MARION YOUTH CENTER,Marion VA,,VA,2011-11-08,,108,Closure,https://www.vec.virginia.gov/warn-notices
Dendreon,DENDREON,Morris Plains,,NJ,,2011-11-06,195,,https://www.nj.gov/labor/employer-services/warn/
Filene's Basement/Syms Clothing Syms Corp and Filene's basement LLCOne Syms WaySecaucus New Jersey,FILENE'S BASEMENT/SYMS CLOTHING SYMS AND FILENE'S BASEMENT LLCONE SYMS WAYSECAUCUS NEW JERSEY,Falls Church VA,,VA,2011-11-04,,35,Closure,https://www.vec.virginia.gov/warn-notices
Sea Gull Lighting Products,SEA GULL LIGHTING PRODUCTS,Riverside,,NJ,,2011-10-28,73,,https://www.nj.gov/labor/employer-services/warn/
Berry Plastics Corporation,BERRY PLASTICS,Henrico VA,,VA,2011-10-28,,123,Closure,https://www.vec.virginia.gov/warn-notices
Muller Martini Manufacturing Corp.,MULLER MARTINI MANUFACTURING,Newport News VA,,VA,2011-10-27,,98,Closure,https://www.vec.virginia.gov/warn-notices
Rock-Tenn Company,ROCK-TENN,Martinsville VA,,VA,2011-10-25,,110,Closure,https://www.vec.virginia.gov/warn-notices
"Consolidated Services Group, Inc.",CONSOLIDATED GROUP,Cherry Hill,,NJ,,2011-10-24,106,,https://www.nj.gov/labor/employer-services/warn/
Washington State Employment Security Department,WASHINGTON STATE EMPLOYMENT SECURITY DEPARTMENT,Statewide,,WA,2011-10-21,2012-01-16,222,Permanent,https://esd.wa.gov/about-employees/WARN
"Lowe's HIW, Inc.",LOWE'S HIW,Tacoma,,WA,2011-10-20,2011-12-16,92,Permanent,https://esd.wa.gov/about-employees/WARN
ARL Richmond Management LLC (Richmond Ramada Plaza) One Post Office Square Suite,ARL RICHMOND MANAGEMENT (RICHMOND RAMADA PLAZA) ONE POST OFFICE SQUARE SUITE,Richmond VA,,VA,2011-10-19,,73,Closure,https://www.vec.virginia.gov/warn-notices
Kimberly-Clark Corporation,KIMBERLY-CLARK,Everett,,WA,2011-10-19,2012-01-01,760,Permanent,https://esd.wa.gov/about-employees/WARN
QuadGraphics N,QUADGRAPHICS N,Richmond VA,,VA,2011-10-17,,126,Closure,https://www.vec.virginia.gov/warn-notices
Lowe's Home Centers Inc.,LOWE'S HOME CENTERS,Emporia VA,,VA,2011-10-17,,95,Closure,https://www.vec.virginia.gov/warn-notices
Genie,GENIE,Shenandoah VA,,VA,2011-10-13,,92,Closure,https://www.vec.virginia.gov/warn-notices
"BlueScope Buildings North America, Inc.",BLUESCOPE BUILDINGS NORTH AMERICA,Arlington,,WA,2011-10-13,2011-12-12,67,Permanent,https://esd.wa.gov/about-employees/WARN
Kerry Ingredients & Flavours,KERRY INGREDIENTS FLAVOURS,Kent,,WA,2011-10-13,2011-12-16,58,Permanent,https://esd.wa.gov/about-employees/WARN
Hampton Lumber Mills,HAMPTON LUMBER MILLS,Darrington,,WA,2011-10-12,2011-12-12,76,Permanent,https://esd.wa.gov/about-employees/WARN
"Lundbeck Research USA, Inc.",LUNDBECK RESEARCH,Paramus,,NJ,,2011-10-10,45,,https://www.nj.gov/labor/employer-services/warn/
Amcor Rigid Plastics,AMCOR RIGID PLASTICS,Cinnaminson,,NJ,,2011-10-04,188,,https://www.nj.gov/labor/employer-services/warn/
MV Transportation Inc.,MV TRANSPORTATION,Norfolk VA,,VA,2011-10-03,,62,,https://www.vec.virginia.gov/warn-notices
GRTC Transit System,GRTC TRANSIT SYSTEM,Richmond VA,,VA,2011-10-03,,122,Layoff,https://www.vec.virginia.gov/warn-notices
Englewood Hospital & Medical Center,ENGLEWOOD HOSPITAL MEDICAL CENTER,Englewood,,NJ,,2011-10-01,96,,https://www.nj.gov/labor/employer-services/warn/
Hometown America,HOMETOWN AMERICA,Whiting,,NJ,,2011-09-30,9,,https://www.nj.gov/labor/employer-services/warn/
"NBTY Manufacturing New Jersey, Inc.",NBTY MANUFACTURING NEW JERSEY,South Plainfield,,NJ,,2011-09-30,58,,https://www.nj.gov/labor/employer-services/warn/
"ArchBrook Laguna, LLC",ARCHBROOK LAGUNA,Carlstadt,,NJ,,2011-09-30,172,,https://www.nj.gov/labor/employer-services/warn/
"Paramount Medical Group, P.C.",PARAMOUNT MEDICAL GROUP P C,Warren,,NJ,,2011-09-30,108,,https://www.nj.gov/labor/employer-services/warn/
Abbott Point of Care,ABBOTT POINT OF CARE,Princeton,,NJ,,2011-09-30,51,,https://www.nj.gov/labor/employer-services/warn/
Kroger Food Stores,KROGER FOOD STORES,Richmond VA,,VA,2011-09-22,,101,Closure,https://www.vec.virginia.gov/warn-notices
Artemiss,ARTEMISS,Newport News VA,,VA,2011-09-16,,66,Closure,https://www.vec.virginia.gov/warn-notices
Stimson Lumber,STIMSON LUMBER,Colville,,WA,2011-09-15,2011-11-11,67,Permanent,https://esd.wa.gov/about-employees/WARN
Landmark Services Parking Inc.,LANDMARK PARKING,Arlington VA,,VA,2011-09-01,,12,Closure,https://www.vec.virginia.gov/warn-notices
New Jersey Sports and Exposition Authority,NEW JERSEY SPORTS AND EXPOSITION AUTHORITY,East Rutherford,,NJ,,2011-08-31,800,,https://www.nj.gov/labor/employer-services/warn/
Flextronics Americas LLC,FLEXTRONICS AMERICAS,Charlotte,,NJ,,2011-08-31,413,,https://www.nj.gov/labor/employer-services/warn/
Canberra Dover,CANBERRA DOVER,Dover,,NJ,,2011-08-31,64,,https://www.nj.gov/labor/employer-services/warn/
INOVA Health System,INOVA HEALTH SYSTEM,Manassas VA,,VA,2011-08-31,,143,Layoff,https://www.vec.virginia.gov/warn-notices
INOVA Health System,INOVA HEALTH SYSTEM,Falls Church VA,,VA,2011-08-31,,463,Layoff,https://www.vec.virginia.gov/warn-notices
TeleTech,TELETECH,Bremerton,,WA,2011-08-31,2011-10-30,240,Permanent,https://esd.wa.gov/about-employees/WARN
Global Contact Services (GCS),GLOBAL CONTACT (GCS),Saltville VA,,VA,2011-08-29,,80,Closure,https://www.vec.virginia.gov/warn-notices
Sony Music Entertainment,SONY MUSIC ENTERTAINMENT,Lyndhurst,,NJ,,2011-08-28,70,,https://www.nj.gov/labor/employer-services/warn/
"Book Covers, Inc.",BOOK COVERS,Newark,,NJ,,2011-08-28,73,,https://www.nj.gov/labor/employer-services/warn/
"Cartondruck, USA, Inc.",CARTONDRUCK,Fairview,,NJ,,2011-08-25,77,,https://www.nj.gov/labor/employer-services/warn/
"Woodinville Lumber, Inc.",WOODINVILLE LUMBER,Woodinville,,WA,2011-08-23,2011-08-26,76,Permanent,https://esd.wa.gov/about-employees/WARN
"Woodinville Construction Services, L.L.C.",WOODINVILLE CONSTRUCTION,Woodinville,,WA,2011-08-23,2011-08-26,38,Permanent,https://esd.wa.gov/about-employees/WARN
Tri-County Truss,TRI-COUNTY TRUSS,Burlington,,WA,2011-08-23,2011-08-26,94,Permanent,https://esd.wa.gov/about-employees/WARN
Cordis Corporation,CORDIS,Warren,,NJ,,2011-08-19,106,,https://www.nj.gov/labor/employer-services/warn/
Kmart,KMART,Spokane,,WA,2011-08-17,2011-11-06,68,Permanent,https://esd.wa.gov/about-employees/WARN
Ceridian  Colonial Place III,CERIDIAN COLONIAL PLACE III,Arlington VA,,VA,2011-08-15,,58,Closure,https://www.vec.virginia.gov/warn-notices
Hampton Affiliates,HAMPTON AFFILIATES,Randle,,WA,2011-08-09,2011-10-31,80,Temporary,https://esd.wa.gov/about-employees/WARN
Lakewood of Voorhees,LAKEWOOD OF VOORHEES,Voorhees,,NJ,,2011-08-01,258,,https://www.nj.gov/labor/employer-services/warn/
Berry Plastics Corporation,BERRY PLASTICS,Elizabeth,,NJ,,2011-08-01,66,,https://www.nj.gov/labor/employer-services/warn/
Lockheed Martin Corporation,LOCKHEED MARTIN,5 Puget Sound military locations,,WA,2011-08-01,2011-09-30,41,Permanent,https://esd.wa.gov/about-employees/WARN
"National Vision, Inc.",NATIONAL VISION,Pennsauken,,NJ,,2011-07-31,213,,https://www.nj.gov/labor/employer-services/warn/
The Bank of New York Mellon,THE BANK OF NEW YORK MELLON,Lodi,,NJ,,2011-07-29,98,,https://www.nj.gov/labor/employer-services/warn/
CH2MHill Plateau Remediation Company,CH2MHILL PLATEAU REMEDIATION,Richland,,WA,2011-07-29,2011-09-29,750,Permanent,https://esd.wa.gov/about-employees/WARN
Materials & Energy Corporation,MATERIALS ENERGY,Richland,,WA,2011-07-29,2011-09-29,141,Permanent,https://esd.wa.gov/about-employees/WARN
"LiDestri Foods, Inc.",LIDESTRI FOODS,Pennsauken,,NJ,,2011-07-22,146,,https://www.nj.gov/labor/employer-services/warn/
DRS Technologies,DRS,Chantilly VA,,VA,2011-07-18,,16,Layoff,https://www.vec.virginia.gov/warn-notices
Current USA Inc.,CURRENT,Virginia Beach VA,,VA,2011-07-18,,8,Closure,https://www.vec.virginia.gov/warn-notices
